2012416193	体育1	85
2012416193	大学英语1	69
2012416193	普通化学	75
2012416193	工程图学	80
2012416193	高等数学	71
2012416193	包装概论	60
2012416193	计算机文化基础	
2012416193	法律基础与思想道德修养	79
2012416193	大学生职业生涯规划	85
2012416194	体育1	72
2012416194	大学英语1	66
2012416194	普通化学	77
2012416194	工程图学	63
2012416194	高等数学	86
2012416194	包装概论	35
2012416194	计算机文化基础	
2012416194	法律基础与思想道德修养	76
2012416194	大学生职业生涯规划	76
2012416195	体育1	82
2012416195	大学英语1	84
2012416195	普通化学	77
2012416195	工程图学	84
2012416195	高等数学	77
2012416195	包装概论	70
2012416195	计算机文化基础	
2012416195	法律基础与思想道德修养	77
2012416195	大学生职业生涯规划	87
2012416196	体育1	87
2012416196	大学英语1	66
2012416196	普通化学	55
2012416196	工程图学	69
2012416196	高等数学	48
2012416196	包装概论	64
2012416196	计算机文化基础	
2012416196	法律基础与思想道德修养	78
2012416196	大学生职业生涯规划	82
2012416197	体育1	79
2012416197	大学英语1	81
2012416197	普通化学	78
2012416197	工程图学	81
2012416197	高等数学	62
2012416197	包装概论	53
2012416197	计算机文化基础	
2012416197	法律基础与思想道德修养	78
2012416197	大学生职业生涯规划	85
2012416198	体育1	85
2012416198	大学英语1	78
2012416198	普通化学	71
2012416198	工程图学	69
2012416198	高等数学	57
2012416198	包装概论	60
2012416198	计算机文化基础	
2012416198	法律基础与思想道德修养	70
2012416198	大学生职业生涯规划	87
2012416199	体育1	85
2012416199	大学英语1	76
2012416199	普通化学	83
2012416199	工程图学	94
2012416199	高等数学	64
2012416199	包装概论	55
2012416199	计算机文化基础	
2012416199	法律基础与思想道德修养	80
2012416199	大学生职业生涯规划	80
2012416200	体育1	78
2012416200	大学英语1	84
2012416200	普通化学	67
2012416200	工程图学	83
2012416200	高等数学	53
2012416200	包装概论	67
2012416200	计算机文化基础	
2012416200	法律基础与思想道德修养	92
2012416200	大学生职业生涯规划	87
2012416201	体育1	84
2012416201	大学英语1	73
2012416201	普通化学	68
2012416201	工程图学	82
2012416201	高等数学	69
2012416201	包装概论	57
2012416201	计算机文化基础	
2012416201	法律基础与思想道德修养	82
2012416201	大学生职业生涯规划	88
2012416202	体育1	84
2012416202	大学英语2	80
2012416202	普通化学	78
2012416202	工程图学	62
2012416202	高等数学	60
2012416202	包装概论	48
2012416202	计算机文化基础	
2012416202	法律基础与思想道德修养	80
2012416202	大学生职业生涯规划	86
2012416203	体育1	76
2012416203	大学英语2	86
2012416203	普通化学	84
2012416203	工程图学	74
2012416203	高等数学	62
2012416203	包装概论	78
2012416203	计算机文化基础	
2012416203	法律基础与思想道德修养	87
2012416203	大学生职业生涯规划	82
2012416205	体育1	83
2012416205	大学英语1	0
2012416205	普通化学	52
2012416205	工程图学	60
2012416205	高等数学	41
2012416205	包装概论	28
2012416205	计算机文化基础	
2012416205	法律基础与思想道德修养	76
2012416205	大学生职业生涯规划	78
2012416206	体育1	79
2012416206	大学英语1	77
2012416206	普通化学	75
2012416206	工程图学	60
2012416206	高等数学	60
2012416206	包装概论	62
2012416206	计算机文化基础	
2012416206	法律基础与思想道德修养	79
2012416206	大学生职业生涯规划	83
2012416207	体育1	92
2012416207	大学英语1	78
2012416207	普通化学	80
2012416207	工程图学	93
2012416207	高等数学	81
2012416207	包装概论	74
2012416207	计算机文化基础	
2012416207	法律基础与思想道德修养	80
2012416207	大学生职业生涯规划	74
2012416208	体育1	78
2012416208	大学英语1	83
2012416208	普通化学	84
2012416208	工程图学	96
2012416208	高等数学	87
2012416208	包装概论	75
2012416208	计算机文化基础	
2012416208	法律基础与思想道德修养	78
2012416208	大学生职业生涯规划	77
2012416209	体育1	63
2012416209	大学英语1	82
2012416209	普通化学	83
2012416209	工程图学	96
2012416209	高等数学	87
2012416209	包装概论	78
2012416209	计算机文化基础	
2012416209	法律基础与思想道德修养	84
2012416209	大学生职业生涯规划	75
2012416210	体育1	90
2012416210	大学英语1	82
2012416210	普通化学	80
2012416210	工程图学	66
2012416210	高等数学	63
2012416210	包装概论	63
2012416210	计算机文化基础	
2012416210	法律基础与思想道德修养	64
2012416210	大学生职业生涯规划	80
2012416211	体育1	78
2012416211	大学英语1	69
2012416211	普通化学	73
2012416211	工程图学	95
2012416211	高等数学	75
2012416211	包装概论	67
2012416211	计算机文化基础	
2012416211	法律基础与思想道德修养	80
2012416211	大学生职业生涯规划	79
2012416212	体育1	85
2012416212	大学英语1	79
2012416212	普通化学	83
2012416212	工程图学	81
2012416212	高等数学	66
2012416212	包装概论	77
2012416212	计算机文化基础	
2012416212	法律基础与思想道德修养	80
2012416212	大学生职业生涯规划	89
2012416213	体育1	80
2012416213	大学英语1	68
2012416213	普通化学	79
2012416213	工程图学	80
2012416213	高等数学	79
2012416213	包装概论	63
2012416213	计算机文化基础	
2012416213	法律基础与思想道德修养	72
2012416213	大学生职业生涯规划	86
2012416214	体育1	84
2012416214	大学英语1	61
2012416214	普通化学	56
2012416214	工程图学	81
2012416214	高等数学	62
2012416214	包装概论	60
2012416214	计算机文化基础	
2012416214	法律基础与思想道德修养	76
2012416214	大学生职业生涯规划	77
2012416215	体育1	87
2012416215	大学英语1	62
2012416215	普通化学	73
2012416215	工程图学	77
2012416215	高等数学	54
2012416215	包装概论	60
2012416215	计算机文化基础	
2012416215	法律基础与思想道德修养	70
2012416215	大学生职业生涯规划	81
2012416217	体育1	80
2012416217	大学英语1	78
2012416217	普通化学	64
2012416217	工程图学	62
2012416217	高等数学	54
2012416217	包装概论	51
2012416217	计算机文化基础	
2012416217	法律基础与思想道德修养	78
2012416217	大学生职业生涯规划	79
2012416218	体育1	84
2012416218	大学英语1	67
2012416218	普通化学	80
2012416218	工程图学	46
2012416218	高等数学	69
2012416218	包装概论	66
2012416218	计算机文化基础	
2012416218	法律基础与思想道德修养	78
2012416218	大学生职业生涯规划	81
2012416219	体育1	92
2012416219	大学英语1	77
2012416219	普通化学	90
2012416219	工程图学	74
2012416219	高等数学	85
2012416219	包装概论	77
2012416219	计算机文化基础	
2012416219	法律基础与思想道德修养	78
2012416219	大学生职业生涯规划	85
2012416220	体育1	85
2012416220	大学英语1	79
2012416220	普通化学	80
2012416220	工程图学	70
2012416220	高等数学	78
2012416220	包装概论	74
2012416220	计算机文化基础	
2012416220	法律基础与思想道德修养	78
2012416220	大学生职业生涯规划	89
2012416221	体育1	80
2012416221	大学英语1	85
2012416221	普通化学	82
2012416221	工程图学	65
2012416221	高等数学	79
2012416221	包装概论	66
2012416221	计算机文化基础	
2012416221	法律基础与思想道德修养	80
2012416221	大学生职业生涯规划	84
2012416222	体育1	84
2012416222	大学英语1	71
2012416222	普通化学	77
2012416222	工程图学	82
2012416222	高等数学	69
2012416222	包装概论	69
2012416222	计算机文化基础	
2012416222	法律基础与思想道德修养	80
